score,review,5star,4star,3star,2star,1star,director,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,channel,permission,web-scraper-order,web-scraper-start-url,link
5.4,3194人评价,11.2%,11.2%,40.2%,20.6%,19.6%,导演: 吴群达,编剧: 宋静,秦海璐 / 李小萌 / 王凯 / 小沈阳 / 郑恺 / 钟楚曦 / 檀健次 / 牛骏峰更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-27(中国大陆),,集数: 12,单集片长: 89分钟,,,跨界歌王 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35120735,咪咕视频,免费观看,,,
5.5,2432人评价,4.5%,4.5%,34.3%,20.9%,17.9%,导演: 潇庸,编剧: 袖唐 / 李明璇,夏志远 / 刘馨棋 / 傅子铭 / 彭艺博 / 苑琼丹 / 沈保平 / 邓立民更多...,类型: 剧情 / 悬疑 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-09(中国大陆),,集数: 12,单集片长: 35分钟,又名: 少年包拯传奇 / The Legend Of Young Justice Bao,IMDb: tt11541456,少年包拯,https://www.douban.com/doubanapp/dispatch?uri=/tv/30211792,优酷视频,VIP免费观看,,,
5.5,2803人评价,0.0%,0.0%,37.5%,30.4%,8.9%,导演: 史梁,编剧: 陈旭 / 徐燕 / 陶罐,向涵之 / 邱士纶 / 柏程俊 / 潘彦妃 / 文江 / 黄飞 / 曾一竣 / 陈樱丹更多...,类型: 爱情 / 悬疑 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-22(中国大陆),,集数: 12,单集片长: 25分钟,,IMDb: tt12215998,公子，我娶定你了,https://www.douban.com/doubanapp/dispatch?uri=/tv/34779758,,,,,
5.8,2694人评价,3.2%,3.2%,38.7%,25.8%,8.1%,导演: 麦田,编剧: 柏宁 / 陈岐鸣,何花 / 王润泽 / 冯荔军 / 朱丽岚 / 刘锐 / 廖彦龙 / 安笑歌更多...,类型: 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-28(中国大陆),,集数: 24,单集片长: 28分钟,,IMDb: tt13298236,倾世锦鳞谷雨来,https://www.douban.com/doubanapp/dispatch?uri=/tv/34926526,爱奇艺视频,VIP免费观看,,,
6.4,2016人评价,6.9%,6.9%,51.4%,13.8%,2.6%,导演: 李楠楠 / 王雪 / 陈雨璇,,马东 / 臧鸿飞 / 赵梦 / 彭磊 / 赵子健 / 石璐 / 何一帆 / 欧洋 / 高虎更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-08(中国大陆),季数: 2,集数: 12,,,,乐队我做东 第2季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35173711,爱奇艺视频,VIP免费观看,,,
6.7,322人评价,11.8%,11.8%,42.4%,15.3%,1.2%,导演: 葛鑫,编剧: 张竣杰,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-24(中国大陆),,集数: 8,单集片长: 7分钟,,,小店看中国,https://www.douban.com/doubanapp/dispatch?uri=/tv/35193103,芒果TV,免费观看,,,
6.7,4201人评价,12.5%,12.5%,43.8%,13.8%,2.5%,导演: 孙浩,编剧: 孙浩 / 陈新月 / 朱汉彪 / 陈碧真 / 李亮 / 左虎跃 / 高了 / 王一骜 / 东西玉,阿丽亚 / 李子峰 / 蔡卓音 / 叶筱玮 / 刘洛汐 / 王靖雯更多...,类型: 爱情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-23(中国大陆),,集数: 20,单集片长: 45分钟,又名: 引罪者 / 完美的我,IMDb: tt13131674,沉默不语的顾小姐,https://www.douban.com/doubanapp/dispatch?uri=/tv/30466817,腾讯视频,VIP免费观看,,,
6.8,1340人评价,17.5%,17.5%,36.5%,9.5%,7.9%,,,戴士 / 刘小怂 / 蒲熠星 / 申屠 / 腿毛,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-06(中国大陆),季数: 5,集数: 12,单集片长: 90分钟,又名: Godlie V,,虎牙狼人杀 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35172956,,,,,
7.1,2430人评价,5.3%,5.3%,34.4%,4.2%,2.6%,导演: 朱维俐,编剧: 王燕秋,陈怡馨 / 卢东旭 / 孙嘉琪 / 马昂 / 宋一雄 / 闪蓝桥 / 张冠森 / 孙熹之 / 索朗美淇 / 鲍李宁更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-04-02(中国大陆),,集数: 15,单集片长: 40分钟,,IMDb: tt12193208,我成了他的班主任,https://www.douban.com/doubanapp/dispatch?uri=/tv/34799829,,,,,
7.2,585人评价,16.0%,16.0%,34.0%,12.3%,0.0%,导演: 董易,编剧: 刘旻,kinsen,类型: 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-25(中国大陆),,集数: 36,单集片长: 1分钟,,,人类博物馆,https://www.douban.com/doubanapp/dispatch?uri=/tv/35117527,哔哩哔哩,免费观看,,,
7.2,718人评价,24.7%,24.7%,26.0%,13.6%,3.2%,导演: 陈明望 / 李宝儿,,马薇薇 / 鄂靖文 / 张雪峰 / 张沫凡 / 龙梓嘉 / 刘蔚 / 斯斯更多...,类型: 纪录片 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-24(中国大陆),季数: 2,集数: 8,单集片长: 15分钟,又名: 老板不知道的我2020,,老板不知道的我 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131175,腾讯视频,免费观看,,,
7.2,2896人评价,19.7%,19.7%,23.0%,13.1%,3.3%,导演: 谢涤葵,,朱正廷 / 张雨剑 / 边江 / 北辰 / 张思王之 / 邱秋 / 白雪岑 / 乔诗语 / 张磊 / 赵毅 / 陈张太康 / 弋凡更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-20(中国大陆),,集数: 10,单集片长: 60分钟,,,汪喵物语,https://www.douban.com/doubanapp/dispatch?uri=/tv/35015960,优酷视频,VIP免费观看,,,
7.3,3571人评价,11.2%,11.2%,36.9%,2.1%,1.2%,导演: 老算,编剧: 叶小白 / 刘小谦,江奇霖 / 孙睿 / 陈秋伶,类型: 悬疑 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-02(中国大陆),季数: 1,集数: 9,单集片长: 15分钟,又名: 云端囚徒 / 悬疑小说,,云端,https://www.douban.com/doubanapp/dispatch?uri=/tv/34967982,优酷视频,免费观看,,,
7.6,4026人评价,18.8%,18.8%,27.4%,3.5%,1.3%,导演: 齐浩凯 / 万薇薇 / 王天尉,编剧: 高晓松 / 潘萌,高晓松,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-04-22(中国大陆),季数: 1,集数: 12,单集片长: 58,又名: The Way to World Culture / 晓世界(原名),IMDb: tt12083320,探世界,https://www.douban.com/doubanapp/dispatch?uri=/tv/35048852,优酷视频,免费观看,,,
7.7,3794人评价,22.0%,22.0%,25.5%,4.3%,0.7%,,,埃德·斯塔福德 / 朱炜强,类型: 冒险 / 真人秀,制片国家/地区: 中国大陆 / 美国,语言: 英语,2020-04-24(中国大陆),季数: 2,集数: 6,单集片长: 53分钟,又名: 决胜荒野中国篇 / 决胜荒野之华夏秘境,IMDb: tt15517304,决胜荒野,https://www.douban.com/doubanapp/dispatch?uri=/tv/34795617,哔哩哔哩,VIP免费观看,,,
7.8,3922人评价,19.0%,19.0%,19.8%,2.8%,1.8%,,,易立竞 / 杜华 / 万茜 / 王丽坤 / 张含韵 / 宁静 / 金莎 / 张雨绮 / 伊能静 / 黄圣依 / 吴昕 / 张萌 / 黄龄 / 郁可唯 / 王霏霏 / 蓝盈莹更多...,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-08(中国大陆),,集数: 15,单集片长: 45分钟,又名: 定义：就是打破别人的定义,,定义,https://www.douban.com/doubanapp/dispatch?uri=/tv/35058192,芒果TV,免费观看,,,
8.0,1144人评价,26.2%,26.2%,22.4%,2.8%,0.0%,导演: 杨越,编剧: 李若瑄,,类型: 纪录片 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-18(中国大陆),,集数: 20,单集片长: 11分钟,,,盯书机,https://www.douban.com/doubanapp/dispatch?uri=/tv/35208285,哔哩哔哩,免费观看,,,
8.3,3980人评价,34.7%,34.7%,16.7%,1.3%,0.0%,导演: 毛嘉,,邓伦 / 聂远 / 张鲁一 / 马雪阳,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-24(中国大陆),,集数: 12,,又名: 上新了·故宫3,,上新了·故宫 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35209666,爱奇艺视频,VIP免费观看,,,
8.5,1606人评价,42.3%,42.3%,15.4%,0.8%,0.0%,,,陈建斌 / 叶一茜 / 傅首尔 / 陈宥维 / 高秋梓,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-26(中国大陆),,集数: 10,单集片长: 120分钟,,,亲爱的小课桌,https://www.douban.com/doubanapp/dispatch?uri=/tv/35172574,爱奇艺视频,VIP免费观看,,,
8.7,872人评价,47.8%,47.8%,9.0%,3.0%,0.0%,导演: 许继锋,编剧: 张拓 / 徐祝辉 / 王欣 / 杨铭 / 葛临镫 / 孙宇铭,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-18(中国大陆),,集数: 6,单集片长: 40分钟,,IMDb: tt13534790,西泠印社,https://www.douban.com/doubanapp/dispatch?uri=/tv/35242858,腾讯视频,VIP免费观看,,,
8.7,872人评价,47.8%,47.8%,9.0%,3.0%,0.0%,导演: 许继锋,编剧: 张拓 / 徐祝辉 / 王欣 / 杨铭 / 葛临镫 / 孙宇铭,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-18(中国大陆),,集数: 6,单集片长: 40分钟,,IMDb: tt13534790,西泠印社,https://www.douban.com/doubanapp/dispatch?uri=/tv/35242858,哔哩哔哩,免费观看,,,
8.8,3799人评价,48.0%,48.0%,6.5%,0.0%,0.0%,导演: 魏昕,编剧: 顾菡丹,韩宇 / 余衍林 / 王晨艺,类型: 歌舞 / 儿童 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-14(中国大陆),,集数: 8,单集片长: 66分钟,又名: 师父我要跳舞了 / Let’s dance,,师父！我要跳舞了,https://www.douban.com/doubanapp/dispatch?uri=/tv/35053287,优酷视频,VIP免费观看,,,
,暂无评分,,,,,,,,刘耀文 / 马嘉祺 / 丁程鑫 / 宋亚轩 / 严浩翔 / 贺峻霖 / 张真源更多...,类型: 儿童 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-21(中国大陆),,集数: 7,,,,TNT春节太闹腾,https://www.douban.com/doubanapp/dispatch?uri=/tv/35234545,,,,,
,暂无评分,,,,,,导演: 项方,编剧: 陈安军 / 曹怡婷,溪林 / 郭懿骧 / 老鬼 / 冷泉夜月 / 季骜杰 / 钟巍 / 烈之流星 / 蘭雨馨 / 张妮 / 徐翔 / Akira明 / 柳知萧更多...,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-18(中国大陆),,,单集片长: 8分钟,又名: Supreme God Emperor,,无上神帝,https://www.douban.com/doubanapp/dispatch?uri=/tv/35088857,腾讯视频,VIP免费观看,,,
,暂无评分,,,,,,导演: 高晓松,,王菲 / 常石磊 / 朴树 / 莫文蔚 / 周迅 / 李玟 / 汪峰 / 陈伟霆 / Ricky / 范丞丞 / 周延 / 樊凯杰 / 郝云 / 何洁 / 胡海泉 / 郎朗 / 李克勤 / 李云迪 / 鹿晗 / 那英 / 欧阳娜娜 / 容祖儿 / 谭维维 / 万妮达 / 李荣浩 / 王俊凯 / 吴克群 / 吴亦凡 Kris Wu / 尤长靖 / 郁可唯 / 曾轶可 / 张碧晨 / 张艺兴 / 郑钧 / 郑云龙 / 周笔畅 / 周深 / 石璐 / 白岩松 / 华少 / 汪涵 / 蔡徐坤 / 陈雪凝 / 赵子健 / 曹格 / 伊能静 / 林俊杰 / 蔡国庆 / 董宝石 / 陈立农 / 林彦俊 / 黄征 / 何一帆 / 杨策 / 品冠 / 李宇春 / 苏醒 / 水木年华 / 毛不易 / 周云蓬 / 张韶涵 / 莫西子诗 / 零点乐队 / 苏阳 / 老狼 / 李延亮 / 小柯 / 盘尼西林 / 任贤齐 / 郭龙 / 火箭少女101 / 大张伟 / 李伟菘 / 吉娜·爱丽丝 / 黑豹乐队 / 胡彦斌更多...,类型: 音乐 / 歌舞 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-04(中国大陆),,集数: 5,单集片长: 142分钟,又名: Believe in the Future,,相信未来义演,https://www.douban.com/doubanapp/dispatch?uri=/tv/35056431,咪咕视频,免费观看,,,
2.8,5647人评价,2.6%,2.6%,3.9%,15.8%,76.3%,导演: 王小康,编剧: 王静茹 / 李寅生 / 李婧 / 李蔚思 / 李翊,林允 / 宋威龙 / 何润东 / 王耀庆 / 李心艾 / 谢彬彬 / 冯波 / 宋海颉 / 辛一更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-01(中国大陆),,集数: 50,单集片长: 45分钟,又名: Beautiful Reborn Flower,IMDb: tt12234290,彼岸花,https://www.douban.com/doubanapp/dispatch?uri=/tv/26852902,爱奇艺视频,VIP免费观看,,,
2.8,5647人评价,2.6%,2.6%,3.9%,15.8%,76.3%,导演: 王小康,编剧: 王静茹 / 李寅生 / 李婧 / 李蔚思 / 李翊,林允 / 宋威龙 / 何润东 / 王耀庆 / 李心艾 / 谢彬彬 / 冯波 / 宋海颉 / 辛一更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-01(中国大陆),,集数: 50,单集片长: 45分钟,又名: Beautiful Reborn Flower,IMDb: tt12234290,彼岸花,https://www.douban.com/doubanapp/dispatch?uri=/tv/26852902,腾讯视频,VIP免费观看,,,
3.0,8950人评价,2.5%,2.5%,9.2%,19.2%,67.9%,导演: 刘柳,编剧: 高冰 / 熊海燕,谢娜 / 沈腾 / 李诞,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-08(中国大陆),,集数: 12,单集片长: 78分钟,又名: 非凡的超越,,笑起来真好看,https://www.douban.com/doubanapp/dispatch?uri=/tv/35031520,腾讯视频,免费观看,,,
3.0,8950人评价,2.5%,2.5%,9.2%,19.2%,67.9%,导演: 刘柳,编剧: 高冰 / 熊海燕,谢娜 / 沈腾 / 李诞,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-08(中国大陆),,集数: 12,单集片长: 78分钟,又名: 非凡的超越,,笑起来真好看,https://www.douban.com/doubanapp/dispatch?uri=/tv/35031520,爱奇艺视频,免费观看,,,
3.0,8950人评价,2.5%,2.5%,9.2%,19.2%,67.9%,导演: 刘柳,编剧: 高冰 / 熊海燕,谢娜 / 沈腾 / 李诞,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-08(中国大陆),,集数: 12,单集片长: 78分钟,又名: 非凡的超越,,笑起来真好看,https://www.douban.com/doubanapp/dispatch?uri=/tv/35031520,芒果TV,VIP免费观看,,,
4.7,1342人评价,3.3%,3.3%,29.5%,49.2%,13.1%,导演: 王梦岑,编剧: 王梦岑,邢昀 / 刘巴特尔 / 孙嘉俊 / 郭一扬 / 李槿 / 季丹妮 / 卢勉达 / 成止微更多...,类型: 悬疑 / 惊悚,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-23(中国大陆),季数: 2,集数: 12,单集片长: 3分钟,,,不思异：辞典2,https://www.douban.com/doubanapp/dispatch?uri=/tv/35030414,芒果TV,免费观看,,,
4.7,1342人评价,3.3%,3.3%,29.5%,49.2%,13.1%,导演: 王梦岑,编剧: 王梦岑,邢昀 / 刘巴特尔 / 孙嘉俊 / 郭一扬 / 李槿 / 季丹妮 / 卢勉达 / 成止微更多...,类型: 悬疑 / 惊悚,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-23(中国大陆),季数: 2,集数: 12,单集片长: 3分钟,,,不思异：辞典2,https://www.douban.com/doubanapp/dispatch?uri=/tv/35030414,哔哩哔哩,免费观看,,,
4.8,3281人评价,6.7%,6.7%,19.2%,30.8%,27.9%,导演: 黄伟杰,编剧: 韩佩贞,邢昭林 / 肖燕 / 吴奇隆 / 聂子皓 / 黄一琳 / 李鹤 / 刘一曈 / 邱士纶 / 李心博更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-09(中国大陆),,集数: 35,单集片长: 47分钟,,IMDb: tt13063666,三嫁惹君心,https://www.douban.com/doubanapp/dispatch?uri=/tv/34801087,爱奇艺视频,VIP免费观看,,,
5.5,1108人评价,11.0%,11.0%,32.9%,34.2%,12.3%,导演: 胡涵清 / 石翔龙,编剧: 酒叔,吕昀峰 / 蒋易 / 蒋蕊泽 / 冯丽丽 / 王潇 Xiao Wang,类型: 悬疑 / 冒险,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-28(中国大陆),,集数: 24,单集片长: 45分钟,又名: 九宫密码,,九宫奇局,https://www.douban.com/doubanapp/dispatch?uri=/tv/35196687,优酷视频,VIP免费观看,,,
5.9,739人评价,6.8%,6.8%,47.3%,23.0%,6.8%,导演: 董偲遇,编剧: 董宇轩,李嘉铭 / 文生 / 于乃佳 / 岚欣 / 孟子荻 / 章少伟 / 王子鑫 / 吴鑫尊 / 周展翅 / 刘继勋 / 傅姝阳 / 郑建伟 / 李炎峰 / 李宝儿更多...,类型: 剧情 / 武侠 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-09(中国大陆),,集数: 13,单集片长: 35分钟,又名: 无主之战,,双夭记,https://www.douban.com/doubanapp/dispatch?uri=/tv/32579707,爱奇艺视频,免费观看,,,
6.1,712人评价,3.1%,3.1%,53.8%,15.4%,4.6%,导演: 小昂 / 烙饼,编剧: 小昂 / 烙饼,小昂 / 炫迈 / 酋长 / 片片 / 惜音 / 汉堡 / 亢蒙 / 右更 / 大橙 / 布尔 / 多多更多...,类型: 剧情 / 悬疑 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-19(中国大陆),季数: 3,集数: 6,单集片长: 8分钟,又名: Weird House,,怪事屋 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35185123,哔哩哔哩,免费观看,,,
6.3,1114人评价,6.3%,6.3%,63.3%,12.7%,1.3%,导演: 烙饼,编剧: 小昂,小昂 / 炫迈 / 酋长 / 春春 / 片片 / 湾湾 / 亢蒙 / 烙饼 / 惜音 / 汉堡 / 东百 / 佩奇 / 小渴更多...,类型: 剧情 / 悬疑 / 惊悚 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-10(中国大陆),季数: 2,集数: 6,单集片长: 8分钟,,,怪事屋 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34991683,哔哩哔哩,免费观看,,,
6.4,2593人评价,22.1%,22.1%,37.7%,18.0%,9.0%,导演: 曲清,编剧: 卢美毅,吴宣仪 / 李汶翰 / 阿云嘎 / 金子涵 / 黄新淳,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-22(中国大陆),,集数: 12,单集片长: 75分钟,,,完美的夏天,https://www.douban.com/doubanapp/dispatch?uri=/tv/35133761,,,,,
6.6,6043人评价,6.0%,6.0%,55.5%,9.6%,1.3%,,,庞博 / 王思文 / 呼兰 / 程璐 / 梁海源 / 张博洋 / 杨磊更多...,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-02-26(中国大陆),,集数: 6,单集片长: 31分钟,,IMDb: tt11882222,笑场,https://www.douban.com/doubanapp/dispatch?uri=/tv/34974577,腾讯视频,VIP免费观看,,,
7.1,3206人评价,17.8%,17.8%,31.5%,12.3%,2.7%,导演: 王剑,编剧: 尉艳,赵路 / 吴磊 / 李元韬 / 白雪岑 Xuecen Bai / 张欣 / 沈念如 Nianru Shen / 杨梦露更多...,类型: 科幻 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-30(中国大陆),季数: 1,集数: 14,单集片长: 20分钟,又名: Knights on Debris,,星骸骑士,https://www.douban.com/doubanapp/dispatch?uri=/tv/34792368,腾讯视频,VIP免费观看,,,
7.3,990人评价,16.4%,16.4%,28.4%,6.0%,3.0%,导演: 赵伟东 / 赵晗 / 保罗·卡里诺,,蒙曼 / 于赓哲 / 田艺苗 / 何茂春 / 李山,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-28(中国大陆),,集数: 50,单集片长: 6分钟,,,从长安到罗马,https://www.douban.com/doubanapp/dispatch?uri=/tv/34960317,爱奇艺视频,免费观看,,,
7.3,990人评价,16.4%,16.4%,28.4%,6.0%,3.0%,导演: 赵伟东 / 赵晗 / 保罗·卡里诺,,蒙曼 / 于赓哲 / 田艺苗 / 何茂春 / 李山,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-28(中国大陆),,集数: 50,单集片长: 6分钟,,,从长安到罗马,https://www.douban.com/doubanapp/dispatch?uri=/tv/34960317,央视频,免费观看,,,
7.4,4556人评价,16.1%,16.1%,28.5%,6.2%,2.1%,导演: 曲荣达,编剧: 戴思奥 / 沈雨悦,高海宝 / 李海银 / 郝瀚 / 金春花 / 许吴彬 / 赵一霖更多...,类型: 喜剧 / 爱情 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-02(中国大陆),,集数: 30,单集片长: 10分钟,又名: 亲爱的，没想到吧,,亲爱的没想到吧,https://www.douban.com/doubanapp/dispatch?uri=/tv/34968941,优酷视频,VIP免费观看,,,
7.5,867人评价,15.2%,15.2%,33.9%,2.7%,0.0%,导演: 秦川 / 安秋,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-10(中国大陆),,集数: 4,单集片长: 38,又名: the grottoes corridor of china,,中国石窟走廊,https://www.douban.com/doubanapp/dispatch?uri=/tv/35067890,腾讯视频,VIP免费观看,,,
7.9,557人评价,24.3%,24.3%,24.3%,2.4%,0.0%,导演: 黎畅,,李雪琴,类型: 短片 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-24(中国大陆),,集数: 4,单集片长: 20分钟,,,陪你上班,https://www.douban.com/doubanapp/dispatch?uri=/tv/35027758,哔哩哔哩,免费观看,,,
7.9,2797人评价,21.4%,21.4%,20.4%,1.9%,1.0%,导演: 王正良 / 李蔚,编剧: 梁怡凡,蔡明 / 韩乔生 / 吕良伟 / 张雨绮 / 刘昊然 / 尤长靖 / 薇娅 / 徐艺洋更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-10(中国大陆),,集数: 12,单集片长: 50分钟,又名: 花样新世界2,,花样实习生,https://www.douban.com/doubanapp/dispatch?uri=/tv/35095251,哔哩哔哩,VIP免费观看,,,
8.2,1626人评价,31.8%,31.8%,17.1%,2.8%,0.0%,,,许知远,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-13(中国大陆),,集数: 16,单集片长: 12,,,十三游,https://www.douban.com/doubanapp/dispatch?uri=/tv/35004552,腾讯视频,VIP免费观看,,,
8.5,5406人评价,50.0%,50.0%,11.5%,5.8%,0.0%,导演: 牛魔 / 廖莹莹,,方锦龙 / 张晞临 / 孙茜 / 阿兰 / 于赓哲 / 方颂评 / 刘劲 / 夏茜 / 李宜娟 / 熊汝霖更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-21(中国大陆),,集数: 12,,,,邻家诗话 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35293517,咪咕视频,免费观看,,,
8.5,5406人评价,50.0%,50.0%,11.5%,5.8%,0.0%,导演: 牛魔 / 廖莹莹,,方锦龙 / 张晞临 / 孙茜 / 阿兰 / 于赓哲 / 方颂评 / 刘劲 / 夏茜 / 李宜娟 / 熊汝霖更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-21(中国大陆),,集数: 12,,,,邻家诗话 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35293517,腾讯视频,免费观看,,,
